,Unnamed: 0,Site,Raw,Spatial,Temporal,Spatial_N,Temporal_N,Improved
36,36,1.5473949867486954,1.5833333333333337,1.538888888888889,1.6805555555555558,1.4555555555555555,1.6805555555555558,1.6805555555555558
37,37,1.8331047308444977,2.475,2.475,2.236111111111111,2.333333333333333,2.061111111111111,2.4014337810253674
38,38,1.863358359336853,2.2583333333333333,2.236111111111111,2.558333333333333,2.1083333333333334,2.555555555555556,2.4413787238657862
39,39,2.5526482605934144,3.827777777777778,3.9416666666666655,3.4916666666666663,3.702777777777778,3.5138888888888884,3.4783082247689614
40,40,3.868293917179108,5.436111111111112,5.666666666666666,5.052777777777778,5.25,4.961111111111111,5.2754467054927785
41,41,3.60188249626545,5.036111111111111,5.383333333333334,4.436111111111112,4.905555555555556,4.277777777777778,4.581444937140254
42,42,3.707730074121496,5.522222222222222,5.625,4.358333333333333,5.269444444444444,4.297222222222223,4.646488418560843
43,43,3.47008602142334,5.038888888888889,5.002777777777778,3.5055555555555555,4.622222222222222,3.430555555555556,4.162758066402518
44,44,2.820071465969085,3.4166666666666665,3.305555555555556,2.9194444444444443,3.1222222222222222,2.927777777777778,2.91088668043012
45,45,3.397950749397278,2.725,2.763888888888889,2.8833333333333333,1.5694444444444444,2.938888888888889,2.889595274582205
46,46,5.105046741962433,4.0777777777777775,4.2,4.205555555555556,2.363888888888889,4.169444444444444,4.006978303594931
47,47,5.068336877822876,4.575,4.4527777777777775,3.5194444444444444,2.5166666666666666,3.3472222222222223,3.664379575018303
48,48,3.842151067256928,4.033333333333333,3.9972222222222222,2.9944444444444445,2.261111111111111,2.986111111111111,3.200394393539424
49,49,2.542217073440552,1.5666666666666669,1.588888888888889,1.3916666666666666,0.8972222222222221,1.3888888888888888,1.396414480671652
50,50,1.5473091703653337,0.8694444444444445,0.8805555555555555,0.85,0.8083333333333333,0.85,0.85
51,51,1.5647622829675674,0.8194444444444444,0.8305555555555555,0.977777777777778,0.75,0.9694444444444444,0.8885262989131688
52,52,1.748815405368805,1.1194444444444445,1.102777777777778,1.022222222222222,1.0166666666666666,1.0194444444444444,1.0203441585706714
53,53,1.6597662961483002,1.272222222222222,1.2472222222222222,1.1416666666666666,1.125,1.1416666666666666,1.1353998034522443
54,54,1.7416233539581298,1.172222222222222,1.1555555555555554,1.3722222222222222,1.0444444444444445,1.3666666666666667,1.31490762677791
55,55,2.395752656459808,1.722222222222222,1.7305555555555556,1.722222222222222,1.5666666666666669,1.722222222222222,1.7134746755775776
56,56,2.246752599064185,1.972222222222222,1.9194444444444445,1.952777777777778,1.7361111111111112,1.95,1.9492833283844573
57,57,2.802144619226456,2.536111111111111,2.5166666666666666,2.25,2.275,2.227777777777778,2.3029128040967604
58,58,2.798558170795441,2.6277777777777778,2.6333333333333333,2.161111111111111,2.386111111111111,2.136111111111111,2.238725305572708
59,59,3.348171029090881,2.8694444444444445,2.805555555555556,2.1333333333333333,2.563888888888889,2.102777777777778,2.332906804243565
60,60,3.689229788780212,3.3777777777777778,3.280555555555556,3.1527777777777777,2.9833333333333334,3.1527777777777777,3.203869760523972
61,61,3.667497861385345,3.275,3.219444444444444,2.886111111111111,2.9027777777777777,2.897222222222222,3.0672330126383534
62,62,3.2627315509198893,3.1083333333333334,3.1083333333333334,2.5027777777777778,2.8361111111111112,2.4944444444444445,2.573476786917669
63,63,3.2783526301383974,2.838888888888889,2.8583333333333334,2.422222222222222,2.6,2.427777777777778,2.526502480436767
64,64,3.0484000623226164,2.3666666666666667,2.416666666666667,2.236111111111111,2.2,2.2416666666666667,2.22958997579906
65,65,2.9238924530087687,2.3666666666666667,2.416666666666667,2.236111111111111,2.2,2.2416666666666667,2.22958997579906
66,66,2.609497230052948,1.6083333333333332,1.5805555555555555,1.8416666666666668,1.425,1.836111111111111,1.7732876279455971
67,67,2.212315913438797,1.6944444444444442,1.6805555555555558,1.597222222222222,1.538888888888889,1.597222222222222,1.5958771465503694
68,68,2.2623361277580263,1.6944444444444442,1.6805555555555558,1.597222222222222,1.538888888888889,1.597222222222222,1.5958771465503694
69,69,2.109099702835083,1.3583333333333334,1.338888888888889,1.575,1.222222222222222,1.575,1.5009429887771106
70,70,1.855048370361328,1.1083333333333334,1.102777777777778,1.1555555555555554,1.0027777777777778,1.1555555555555554,1.1420695756379438
71,71,1.8824486243724825,1.1083333333333334,1.102777777777778,1.1555555555555554,1.0027777777777778,1.1555555555555554,1.1420695756379438
72,72,1.728393247127533,0.9555555555555556,0.95,1.0083333333333333,0.8472222222222221,1.0055555555555555,0.9754584677457412
73,73,1.5216925203800202,0.6361111111111111,0.6361111111111111,0.7722222222222223,0.5666666666666667,0.7027777777777777,0.7392589070992905
74,74,1.1216025008605075,1.613888888888889,1.65,1.6583333333333332,1.652777777777778,1.6833333333333331,1.6385314793054575
75,75,1.0114137692020295,1.7638888888888888,1.711111111111111,1.95,1.702777777777778,1.963888888888889,1.8354904280729083
76,76,1.0771801120705076,2.075,2.0194444444444444,2.025,2.0194444444444444,2.0444444444444443,1.98945078563232
77,77,0.9335382167370088,1.713888888888889,1.6555555555555557,1.3805555555555555,1.652777777777778,1.386111111111111,1.4079170600993174
78,78,0.5307057058438659,0.825,0.8083333333333333,0.75,0.8083333333333333,0.7444444444444445,0.7418369256265133
79,79,1.5929839718341827,1.725,1.713888888888889,1.6055555555555556,1.6055555555555556,1.536111111111111,1.608717562354442
80,80,1.837686024904251,2.475,2.475,2.236111111111111,2.333333333333333,2.061111111111111,2.4014337810253674
81,81,2.338911417722702,3.827777777777778,3.9416666666666655,3.4916666666666663,3.702777777777778,3.5138888888888884,3.4783082247689614
82,82,3.3652669548988343,4.733333333333333,5.111111111111112,4.655555555555556,4.727777777777778,4.675,4.7281171764831615
83,83,3.82901894569397,5.319444444444445,5.608333333333333,4.861111111111112,5.183333333333334,4.844444444444444,4.930123894494582
84,84,3.920238451957703,5.194444444444445,5.605555555555556,4.644444444444444,5.175,4.447222222222222,4.837897598653056
85,85,3.769262166023255,4.841666666666667,4.852777777777778,4.394444444444444,4.516666666666667,4.483333333333333,4.563348185757404
86,86,3.6155793046951294,5.038888888888889,5.002777777777778,3.5055555555555555,4.622222222222222,3.430555555555556,4.162758066402518
87,87,2.7027977013587954,2.8722222222222222,2.802777777777778,2.636111111111111,2.636111111111111,2.6527777777777777,2.641824244760973
88,88,1.7173417788743972,2.022222222222222,1.961111111111111,1.3,1.847222222222222,1.0944444444444446,1.615471484412052
0,0,2.260633402941178,2.45,2.534375,2.459375,1.953125,2.4625,2.5148680046033403
1,1,2.773579008725225,2.0,1.952777777777778,2.0166666666666666,1.6388888888888888,2.0166666666666666,1.976811080761168
2,2,2.7882748221864504,1.9166666666666667,1.886111111111111,2.1305555555555555,1.6,2.1305555555555555,2.016734085532179
3,3,3.091236247091877,2.272222222222222,2.213888888888889,2.052777777777778,1.8833333333333333,2.0444444444444443,2.0651220084750106
4,4,1.794666005373001,0.95625,0.9875,1.09375,0.78125,1.09375,1.09375
5,5,2.192036437988281,1.975,2.015625,1.6875,1.58125,1.68125,1.7372372653487766
6,6,2.1125790202617645,1.671875,1.76875,1.5875,1.384375,1.590625,1.6037267117229803
7,7,2.916737366695793,2.0027777777777778,1.963888888888889,1.6444444444444444,1.6666666666666667,1.636111111111111,1.6789398187810565
8,8,1.782486002445221,1.153125,1.2125,1.184375,0.9625,1.184375,1.174133746954512
0,0,0.54930032402277,0.3861111111111111,0.4,0.3277777777777778,0.3722222222222222,0.3222222222222222,0.3382094882104416
1,1,0.3517588920107013,0.4138888888888889,0.4305555555555555,0.3666666666666666,0.4111111111111111,0.3666666666666666,0.3672148390127203
2,2,0.0199978904565796,0.3861111111111111,0.4,0.3277777777777778,0.3722222222222222,0.3222222222222222,0.3382094882104416
3,3,0.0266873737176259,0.3416666666666667,0.3388888888888889,0.3472222222222222,0.325,0.3527777777777777,0.3447337298285805
4,4,0.0562487651333613,0.4527777777777778,0.4638888888888889,0.4416666666666667,0.4444444444444445,0.4333333333333333,0.4356201710513054
5,5,0.0534289143142405,0.5,0.4916666666666667,0.4111111111111111,0.4833333333333333,0.4055555555555555,0.423515098611703
6,6,0.0496249271599554,0.436111111111111,0.436111111111111,0.4111111111111111,0.4111111111111111,0.4083333333333333,0.4116882639770909
7,7,0.0161152719520032,0.3416666666666667,0.3388888888888889,0.3472222222222222,0.325,0.3527777777777777,0.3447337298285805
8,8,0.0154505016353841,0.4138888888888889,0.4305555555555555,0.3666666666666666,0.4111111111111111,0.3666666666666666,0.3672148390127203
9,9,0.0409575878197688,0.3638888888888889,0.3805555555555555,0.3861111111111111,0.3555555555555555,0.3861111111111111,0.3732447940934819
10,10,0.0253670164143088,0.3305555555555555,0.3333333333333333,0.3444444444444444,0.3194444444444445,0.3444444444444444,0.3342308742924048
11,11,0.0226502422657277,0.3222222222222222,0.3138888888888889,0.3138888888888889,0.2972222222222222,0.3138888888888889,0.313212081757654
